મુખપૃષ્ઠ	Main Page
જળ માર્જર	Smooth-coated otter
વીંજ	Small Indian civet
છાણીયું ખાતર	Compost
જૂન ૧૦	June 10
તાડ બિલાડી	Asian palm civet
હેરી પોટર	Harry Potter
માર્કેટિંગ	Marketing
વૈશ્વિક ઉષ્ણતા	Global warming
મ્યુચ્યુઅલ ફંડ	Mutual fund
વિશ્વની અજાયબીઓ	Wonders of the World
સુનીતા વિલિયમ્સ	Sunita Williams
દીપિકા પદુકોણ	Deepika Padukone
વિકીમેપિયા	Wikimapia
યુટ્યુબ	YouTube
સંક્ષિપ્ત સંદેશ સેવા	SMS
હેરી પોટર એન્ડ ધ ડેથલી હેલોઝ	Harry Potter and the Deathly Hallows
કુદરતી સંપત્તિ	Natural resource
બર્મુડા ત્રિકોણ	Bermuda Triangle
જૂન ૧૧	June 11
દયાદરા 	Dayadra
જૂન ૧૨	June 12
વિશ્વ બાળમજૂરી વિરોધ દિન	World Day Against Child Labour
બિલ ગેટ્સ	Bill Gates
જૂન ૧૩	June 13
જૂન ૧૪	June 14
વિશ્વ રક્તદાન દિવસ	World Blood Donor Day
એબીઓ રક્તસમુહ પ્રણાલી	ABO blood group system
જૂન ૧૫	June 15
પાંડુરંગ શાસ્ત્રી આઠવલે	Pandurang Shastri Athavale
ધ્વનિ પ્રદૂષણ	Noise pollution
વિલિયમ શેક્સપીયર	William Shakespeare
કોમ્પ્યુટર વાયરસ	Computer virus
ફૂલ	Flower
વેબ શોધ એન્જીન	Search engine 
વિશ્વ કુસ્તી મનોરંજન	WWE
પાણીનું પ્રદૂષણ	Water pollution
વૈશ્વિકરણ	Globalization
કેરવાડા 	Kerwada
આછોદ	Achhod
ઇખર	Ikhar
જૂન ૧૬	June 16
ચિત્તરંજનદાસ	Chittaranjan Das
જૂન ૧૭	June 17
જૂન ૧૮	June 18
સૈયદ મુસ્તાક અલી	Syed Mushtaq Ali
વિજય મર્ચંટ	Vijay Merchant
ઉદય મર્ચંટ	Uday Merchant
માહિતીચોકઠું રોગ	Infobox medical condition
માઉન્ટ એવરેસ્ટ	Mount Everest
જૂન ૧૯	June 19
જૂન ૨૦	June 20
રમાકાન્ત દેસાઈ	Ramakant Desai
Wikiquote	Wikiquote
હિમાલય	Himalayas
પર્વતો	Mountains
Cite news	Cite news
બાહુબલી	Bahubali
જૂન ૨૧	June 21
જૂન ૨૨	June 22
ગોલાદરા 	Goladara
જૂન ૨૩	June 23
ટેક્લોબેન	Tacloban
એડિલેઇડ	Adelaide
ઓસ્ટ્રેલિયા	Australia
જૂન ૨૪	June 24
ઇજનેરી	Engineering
બિહાર	Bihar
વૈશ્વિક સ્થળનિર્ધારણ પ્રણાલી	Global Positioning System
માઇકલ જેકસન	Michael Jackson
જૂન ૨૫	June 25
નિશા ગણાત્રા	Nisha Ganatra
દાલ સરોવર	Dal Lake
જૂન ૨૬	June 26
Softredirect	Soft redirect
હરકી પૈડી	Har Ki Pauri
તિથિ	Tithi
જૂન ૨૭	June 27
જૂન ૨૮	June 28
કિરણ બેદી	Kiran Bedi
મૂળશંકર ભટ્ટ	Mulshankar Bhatt
જૂન ૨૯	June 29
જૂન ૩૦	June 30
કાયામ્બે 	Cayambe 
Audio	Audio
જુલાઇ ૧	July 1
જુલાઇ ૨	July 2
જુલાઇ ૩	July 3
બાંદ્રા-વરલી સમુદ્રસેતુ	Bandra–Worli Sea Link
પર્લ	Perl
ભારતનો ઇતિહાસ	History of India
પ્રદૂષણ	Pollution
કામસૂત્ર	Kama Sutra
મત્સ્ય પુરાણ	Matsya Purana
ગાંઠિયા	Ganthiya
જુલાઇ ૭	July 7
ગુરુ હરકિશન	Guru Har Krishan
વિક્રમ બત્રા	Vikram Batra
સારનાથ	Sarnath
કૈલાસનાથ મંદિર, કાંચીપુરમ	Kanchi Kailasanathar Temple
બાજરો	Pearl millet
જુલાઇ ૮	July 8
જુલાઇ ૯	July 9
જુલાઇ ૧૦	July 10
જુલાઇ ૪	July 4
પેચીયું 	Screwdriver
જુલાઇ ૧૧	July 11
વિશ્વ જનસંખ્યા દિન	World Population Day
રામસેતુ	Adam's Bridge
RoggBot	RoggBot
જુલાઇ ૧૨	July 12
જુલાઇ ૧૩	July 13
ઘઉં	Wheat
સાર્વજનિક કોલેજ ઓફ એન્જિનિયરીંગ એન્ડ ટેકનોલોજી	Sarvajanik College of Engineering and Technology
Infobox bridge	Infobox bridge
જુલાઇ ૧૪	July 14
જુલાઇ	July
ગુજરાતી ભોજન	Gujarati cuisine
જુલાઇ ૧૫	July 15
ઇસ્લામીક પંચાંગ	Islamic calendar
ભુજ હવાઇમથક	Bhuj Airport
ગુજરાતી ભોજન	Gujarati cuisine
અમરેલી જિલ્લો	Amreli district
ગાંધીનગર જિલ્લો	Gandhinagar district
દાહોદ જિલ્લો	Dahod district
પોરબંદર જિલ્લો	Porbandar district
સુરેન્દ્રનગર જિલ્લો	Surendranagar district
જામનગર જિલ્લો	Jamnagar district
જુલાઇ ૧૬	July 16
જુલાઇ ૧૭	July 17
આંતરરાષ્ટ્રીય ન્યાય દિન	World Day for International Justice
વેબસાઇટ	Websites
પુરી 	Puri 
જુલાઇ ૧૮	July 18
પ્રિયંકા ચોપરા	Priyanka Chopra
અક્ષૌહિણી	Akshauhini
Country data	Flag data
Country flag2	Flag/core
Flag	Flag
Country data India	Country data India
IND	IND
Army	Army
Flagicon	Flagicon
અન્ય ઉપયોગ	For
Navy	Navy
Country flagnavy	Navy/core
Air force	Air force
Country flagairforce	Air force/core
મહાત્મા ગાંધી સેતુ 	Mahatma Gandhi Setu
જુલાઇ ૧૯	July 19
જુલાઇ ૨૦	July 20
જુલાઇ ૨૧	July 21
આનંદ બક્ષી	Anand Bakshi
સુએઝ નહેર	Suez Canal
ઉરુગ્વે	Uruguay
ગંગુબાઇ હંગલ	Gangubai Hangal
Fadesga	Fadesga
જુલાઇ ૨૨	July 22
જુલાઇ ૨૩	July 23
બ્રાઉનિંગ હાઇ-પાવર	Browning Hi-Power
ગ્લોક પિસ્તોલ	Glock
ભરતસિંહ માધવસિંહ સોલંકી	Bharatsinh Madhavsinh Solanki
હેમુ ગઢવી	Hemu Gadhavi
વિશેષ સુરક્ષા દળ	Special Protection Group
સ્ટર્લિંગ સબ મશીનગન	Sterling submachine gun
ઉઝી	Uzi
એ કે-૪૭	AK-47
ગુજરાતી ભાષા	Gujarati language
જુલાઇ ૨૪	July 24
સુરીનામ	Suriname
એપોલો ૧૧	Apollo 11
મનોજ કુમાર	Manoj Kumar
ઉત્તમ કુમાર	Uttam Kumar
મુવિટોન ધ્વનિ પ્રણાલી	Movietone sound system
હેલ-બોપ ધૂમકેતુ	Comet Hale–Bopp
લોકમાન્ય ટિળક	Bal Gangadhar Tilak
ચંદ્રશેખર આઝાદ	Chandra Shekhar Azad
હિમેશ રેશમિયા	Himesh Reshammiya
એન્ટાર્કટીકા	Antarctic
શિવાજી ગણેશન	Sivaji Ganesan
વાઇકિંગ ૧	Viking 1
એશિયાના દેશોની સૂચિ	List of sovereign states and dependent territories in Asia
Legend	Legend
Lang-hi	Lang-hi
ઇન્સાસ	INSAS rifle
ઝિટ્ટારા	IWI Tavor
એકે ૧૦૧	AK-101
એકે-૧૦૩	AK-103
એકેએસ-૭૪યુ	AK-74
વીઝેડ ૫૮	Vz. 58
ઇથેનોલ	Ethanol
નાહરગઢ કિલ્લો	Nahargarh Fort
જુલાઇ ૨૫	July 25
જુલાઇ ૨૯	July 29
જુલાઇ ૩૦	July 30
જુલાઇ ૨૬	July 26
જુલાઇ ૨૭	July 27
જુલાઇ ૨૮	July 28
જુલાઇ ૫	July 5
જુલાઇ ૬	July 6
દેરોલ 	Derol
જુલાઇ ૩૧	July 31
અમરસિંહ ચૌધરી	Amarsinh Chaudhary
Obersachsebot	Obersachsebot
વૈકલ્પિક સારવાર	Alternative medical systems
ઓગસ્ટ ૧	August 1
રાષ્ટ્રીય જ્ઞાન આયોગ	National Knowledge Commission
બ્રહ્મચારિણી	Brahmacharini
કાઠિયાવાડી ઘોડા	Kathiawari 
ખનીજ તેલનું ઉત્પાદન કરતા દેશોની યાદી	List of countries by oil production
માહિતીચોકઠું દેવી દેવતા	Infobox Hindu deity
નવદુર્ગા	Navadurgas
ઓગસ્ટ ૨	August 2
MetalGearLiquid	MetalGearLiquid
ઓગસ્ટ ૩	August 3
ઓગસ્ટ ૪	August 4
ઓગસ્ટ ૫	August 5
Cc-by-sa-3.0	Cc-by-sa-3.0
મણીનગર, અમદાવાદ	Maninagar
અમદાવાદ શહેરના વિસ્તારો	Neighbourhoods in Ahmedabad
અમદાવાદ	Ahmedabad
વેબ ઓન્ટોલોજિ ભાષા	Web Ontology Language
તાંગ્ગુલા રેલ્વે સ્ટેશન 	Tanggula railway station
ઓગસ્ટ ૬	August 6
ઓગસ્ટ ૭	August 7
ઓગસ્ટ ૮	August 8
ઓગસ્ટ ૯	August 9
ઓગસ્ટ ૧૦	August 10
ઓગસ્ટ ૧૧	August 11
ઓગસ્ટ ૧૨	August 12
ઓગસ્ટ ૧૩	August 13
ઓગસ્ટ ૧૪	August 14
વિજયસ્તંભ, ચિત્તોડગઢ	Vijaya Stambha
પંડિત રામ નારાયણ	Ram Narayan
મુંબઇ સમાચાર	Bombay Samachar
મેડમ તુસાદ સંગ્રહાલય	Madame Tussauds
કીટલી	Kettle
હાથમતી નદી	Hathmati River
વૈષ્ણોદેવી 	Vaishno Devi
ક્વિંગઝાંગ રેલ્વે	Qinghai–Tibet railway
બ્લેકપૂલનો ટાવર	Blackpool Tower
ડુબકી કુટુંબ	Grebe
ડુબકી કુટુંબ	Diving animals
ચોટીલી ડુબકી	Great crested grebe
તેજગઢ 	Tejgadh
શિયાળુ મોટી ડુબકી	Red-necked grebe
શિયાળુ નાની ડુબકી	Black-necked grebe
નાની ડુબકી	Little grebe
ભૂતાન	Bhutan
યુરિયા	Urea
ઓગસ્ટ ૧૬	August 16
માયા	Maya 
ઓગસ્ટ ૧૭	August 17
આધ્યાત્મ	Spirituality
તત્વજ્ઞાન	Philosophy
રેડક્લિફ રેખા	Radcliffe Line
Ombox/core	Ombox/core
Ombox	Ombox
રૂપક લેખ	Featured article
માહિતીચોકઠું દેશ	Infobox country
ઈરાન	Iran
નાઇજીરીયા	Nigeria
ચૅડ	Chad
નાઈજર	Niger
આફ્રિકાના દેશો	Countries in Africa
મલેશિયા	Malaysia
ઈંડોનેશિયા	Indonesia
બેનિન	Benin
સુકભાદર નદી	Sukhbhadar River
ટોગો	Togo
ઘાના	Ghana
બોડેલી	Bodeli
બ્રાઝિલ	Brazil
ન્યૂઝીલેન્ડ	New Zealand
લક્ષ્મી	Lakshmi
ઓગસ્ટ ૨૧	August 21
ઓગસ્ટ ૨૨	August 22
ઓગસ્ટ ૧૮	August 18
જરોદ 	Jarod, Gujarat
ઓગસ્ટ ૧૯	August 19
વિશ્વ માનવતા દિવસ	World Humanitarian Day
ઓગસ્ટ ૨૦	August 20
ઓગસ્ટ ૨૩	August 23
આંતરરાષ્ટ્રીય ગુલામ વ્યાપાર અને તેના અંતની યાદગીરીનો દિવસ	International Day for the Remembrance of the Slave Trade and its Abolition
મેર	Mer people
Infobox caste	Infobox caste
કુરાન	Quran
સારન જિલ્લો	Saran district
ઇસ્લામ	Islam
ઈરાક	Iraq
પાલેજ	Palej
ઓગસ્ટ ૨૪	August 24
ઓગસ્ટ ૨૫	August 25
ઓગસ્ટ ૨૬	August 26
સિરિયા	Syria
ઈમાન	Shahada
ઓગસ્ટ	August
કોલકાતા	Kolkata
કોલકાતા જિલ્લો	Kolkata district
ભારતનાં મહાનગરો	Municipal corporations in India
તમિલનાડુ	Tamil Nadu
ચેન્નઈ જિલ્લો	Chennai district
ઓગસ્ટ ૨૭	August 27
કમ્બોડીયા	Cambodia
લાઓસ	Laos
બર્મા	Myanmar
નવનાથ	Navnath
સંપ્રદાયો	Sects
સ્વામિનારાયણ સંપ્રદાય	Swaminarayan sect of Hinduism
કાયાવરોહણ	Kayavarohan
મત્સ્યેન્દ્રનાથ	Matsyendra
મંગોલિયા	Mongolia
કઝાકિસ્તાન	Kazakhstan
તુર્કમેનિસ્તાન	Turkmenistan
તાજિકિસ્તાન	Tajikistan
ઓમાન	Oman
સાઉદી અરેબિયા	Saudi Arabia
ફીલીપાઈન્સ	Philippines
દક્ષિણ કોરિયા	South Korea
શિન્તો	Shinto
ચેમ્પ્સ-એલીસીસ	Champs-Élysées
ક્ષત્રિય	Kshatriya
સૂર્યવંશી	Suryavansha
ચંદ્રવંશી	Lunar dynasty
User fr	User fr
જી.આઈ.ડી.સી.	Gujarat Industrial Development Corporation
ગુજરાત સરકાર	Government of Gujarat
ઓગસ્ટ ૨૮	August 28
ઓગસ્ટ ૨૯	August 29
ઓગસ્ટ ૩૦	August 30
બૌદ્ધ ધર્મ	Buddhism
વિપશ્યના	Vipassanā
કન્ફયુસીયસ ધર્મ	Confucianism
તાઓ તે ચીંગ	Tao Te Ching
યહૂદી ધર્મ	Judaism
બ્રુનેઈ	Brunei
વામકુક્ષિ	Siesta
મકતમપુર	Maktampur
ભાદરવા સુદ ૧૫	Bhadra Sukla Purnima
ઓગસ્ટ ૩૧	August 31
રમેશભાઈ ઓઝા	Ramesh Oza
સપ્ટેમ્બર ૧	September 1
તાઓ ધર્મ	Taoism
કયામત	Islamic eschatology
જન્નત	Jannah
સાયપ્રસ	Cyprus
કેરળ	Kerala
કર્ણાટક રાજ્યના જિલ્લાઓ	Districts of Karnataka
આંધ્ર પ્રદેશ	Andhra Pradesh
પંજાબ	Punjab, India
જમ્મુ અને કાશ્મીર	Jammu and Kashmir
User en-2	User en-2
User en-3	User en-3
અંગ્રેજી મહીનાઓ	Months
શસ્ત્રો	Weapons
બંદુકો	Firearms
ઇમામુદ્દીન મુર્તુઝાખાન બાબી	Ruswa Majhalumi
મિડાસ	Midas
શ્રાદ્ધ	Śrāddha
ગોલ્ડન બ્રિજ	Golden Bridge
પટેલ	Patel
જ્ઞાતિ	Castes
ભારતની જ્ઞાતિઓ	Indian castes
બ્રાહ્મણ	Brahmin
માલધારી	Maldhari
ઉઝબેકિસ્તાન	Uzbekistan
નર્મદા બચાવો આંદોલન	Narmada Bachao Andolan
જૉર્ડન	Jordan
